flight_id,airline,source,destination,route,departure_time,arrival_time,departure_date,arrival_date,departure_hour,arrival_hour,departure_day,duration_minutes,duration_hours,is_overnight,data_quality_flag
AI058,AIR INDIA,BOM,CCU,BOM → CCU,2026-04-20 22:40:41.701,2026-04-21 00:18:41.701,2026-04-20,2026-04-21,22,0,Monday,98.0,1.6333333333333333,True,VALID
AI140,AIR INDIA,BOM,DEL,BOM → DEL,2026-04-20 22:25:41.702,2026-04-21 02:08:41.702,2026-04-20,2026-04-21,22,2,Monday,223.0,3.716666666666667,True,VALID
SJ239,SPICEJET,BOM,CCU,BOM → CCU,2026-04-20 22:24:41.704,2026-04-21 00:10:41.704,2026-04-20,2026-04-21,22,0,Monday,106.0,1.7666666666666666,True,VALID
6F099,INDIGO,MAA,DEL,MAA → DEL,2026-04-20 22:24:41.702,2026-04-20 22:59:41.702,2026-04-20,2026-04-20,22,22,Monday,35.0,0.5833333333333334,False,VALID
AI048,AIR INDIA,CCU,DEL,CCU → DEL,2026-04-20 22:23:41.701,2026-04-21 02:15:41.701,2026-04-20,2026-04-21,22,2,Monday,232.0,3.8666666666666667,True,VALID
SJ112,SPICEJET,HYD,DEL,HYD → DEL,2026-04-20 22:20:41.702,2026-04-21 00:40:41.702,2026-04-20,2026-04-21,22,0,Monday,140.0,2.3333333333333335,True,VALID
6F164,INDIGO,BLR,BOM,BLR → BOM,2026-04-20 22:18:41.703,2026-04-21 00:45:41.703,2026-04-20,2026-04-21,22,0,Monday,147.0,2.45,True,VALID
UK021,VISTARA,HYD,MAA,HYD → MAA,2026-04-20 22:00:41.701,2026-04-20 23:50:41.701,2026-04-20,2026-04-20,22,23,Monday,110.0,1.8333333333333333,False,VALID
SJ172,SPICEJET,CCU,DEL,CCU → DEL,2026-04-20 21:58:41.703,2026-04-21 01:14:41.703,2026-04-20,2026-04-21,21,1,Monday,196.0,3.2666666666666666,True,VALID
AI060,AIR INDIA,DEL,HYD,DEL → HYD,2026-04-20 21:58:41.701,2026-04-20 23:51:41.701,2026-04-20,2026-04-20,21,23,Monday,113.0,1.8833333333333333,False,VALID
SJ205,SPICEJET,HYD,CCU,HYD → CCU,2026-04-20 21:56:41.703,2026-04-20 23:00:41.703,2026-04-20,2026-04-20,21,23,Monday,64.0,1.0666666666666667,False,VALID
SJ093,SPICEJET,BLR,BOM,BLR → BOM,2026-04-20 21:55:41.702,2026-04-20 23:01:41.702,2026-04-20,2026-04-20,21,23,Monday,66.0,1.1,False,VALID
6F195,INDIGO,CCU,DEL,CCU → DEL,2026-04-20 21:44:41.703,2026-04-20 22:39:41.703,2026-04-20,2026-04-20,21,22,Monday,55.0,0.9166666666666666,False,VALID
UK003,UNKNOWN,HYD,DEL,HYD → DEL,2026-04-20 21:41:41.700,2026-04-21 02:19:41.700,2026-04-20,2026-04-21,21,2,Monday,278.0,4.633333333333334,True,VALID
UK026,VISTARA,HYD,MAA,HYD → MAA,2026-04-20 21:38:41.701,2026-04-20 23:44:41.701,2026-04-20,2026-04-20,21,23,Monday,126.0,2.1,False,VALID
6F174,INDIGO,DEL,HYD,DEL → HYD,2026-04-20 21:36:41.703,2026-04-20 22:16:41.703,2026-04-20,2026-04-20,21,22,Monday,40.0,0.6666666666666666,False,VALID
UK067,VISTARA,BOM,CCU,BOM → CCU,2026-04-20 21:36:41.701,2026-04-21 01:02:41.701,2026-04-20,2026-04-21,21,1,Monday,206.0,3.433333333333333,True,VALID
SJ149,SPICEJET,HYD,MAA,HYD → MAA,2026-04-20 21:20:41.702,2026-04-20 23:20:42.000,2026-04-20,2026-04-20,21,23,Monday,120.00496666666666,2.0000827777777777,False,VALID
6F213,INDIGO,BLR,BOM,BLR → BOM,2026-04-20 21:05:41.703,2026-04-21 00:32:41.703,2026-04-20,2026-04-21,21,0,Monday,207.0,3.45,True,VALID
UK200,VISTARA,CCU,DEL,CCU → DEL,2026-04-20 20:54:41.703,2026-04-20 22:45:41.703,2026-04-20,2026-04-20,20,22,Monday,111.0,1.85,False,VALID
SJ214,SPICEJET,BOM,MAA,BOM → MAA,2026-04-20 20:54:41.703,2026-04-20 22:10:41.703,2026-04-20,2026-04-20,20,22,Monday,76.0,1.2666666666666666,False,VALID
SJ047,SPICEJET,HYD,BOM,HYD → BOM,2026-04-20 20:44:41.701,2026-04-20 21:21:41.701,2026-04-20,2026-04-20,20,21,Monday,37.0,0.6166666666666667,False,VALID
AI179,AIR INDIA,HYD,BOM,HYD → BOM,2026-04-20 20:41:41.703,2026-04-21 01:19:41.703,2026-04-20,2026-04-21,20,1,Monday,278.0,4.633333333333334,True,VALID
SJ153,SPICEJET,DEL,CCU,DEL → CCU,2026-04-20 20:37:41.702,2026-04-20 22:00:41.702,2026-04-20,2026-04-20,20,22,Monday,83.0,1.3833333333333333,False,VALID
6F236,INDIGO,BOM,DEL,BOM → DEL,2026-04-20 20:35:41.704,2026-04-20 23:54:41.704,2026-04-20,2026-04-20,20,23,Monday,199.0,3.316666666666667,False,VALID
UK059,VISTARA,HYD,MAA,HYD → MAA,2026-04-20 20:33:41.701,2026-04-20 22:10:41.701,2026-04-20,2026-04-20,20,22,Monday,97.0,1.6166666666666667,False,VALID
SJ001,SPICEJET,BOM,MAA,BOM → MAA,2026-04-20 20:28:41.700,2026-04-21 01:15:41.700,2026-04-20,2026-04-21,20,1,Monday,287.0,4.783333333333333,True,VALID
SJ049,SPICEJET,CCU,DEL,CCU → DEL,2026-04-20 20:26:41.701,2026-04-21 00:26:41.701,2026-04-20,2026-04-21,20,0,Monday,240.0,4.0,True,VALID
6F086,INDIGO,MAA,HYD,MAA → HYD,2026-04-20 20:23:41.702,2026-04-20 21:00:41.702,2026-04-20,2026-04-20,20,21,Monday,37.0,0.6166666666666667,False,VALID
AI220,AIR INDIA,BOM,DEL,BOM → DEL,2026-04-20 20:19:41.703,2026-04-20 21:57:41.703,2026-04-20,2026-04-20,20,21,Monday,98.0,1.6333333333333333,False,VALID
AI188,AIR INDIA,CCU,HYD,CCU → HYD,2026-04-20 20:16:41.703,2026-04-20 23:02:41.703,2026-04-20,2026-04-20,20,23,Monday,166.0,2.7666666666666666,False,VALID
6F114,INDIGO,BOM,MAA,BOM → MAA,2026-04-20 20:10:41.702,2026-04-20 21:00:41.702,2026-04-20,2026-04-20,20,21,Monday,50.0,0.8333333333333334,False,VALID
SJ179,SPICEJET,DEL,HYD,DEL → HYD,2026-04-20 20:09:41.703,2026-04-20 23:39:41.703,2026-04-20,2026-04-20,20,23,Monday,210.0,3.5,False,VALID
6F190,INDIGO,DEL,MAA,DEL → MAA,2026-04-20 20:02:41.703,2026-04-21 00:36:41.703,2026-04-20,2026-04-21,20,0,Monday,274.0,4.566666666666666,True,VALID
SJ003,SPICEJET,MAA,CCU,MAA → CCU,2026-04-20 19:50:41.701,2026-04-20 20:32:41.701,2026-04-20,2026-04-20,19,20,Monday,42.0,0.7,False,VALID
6F028,INDIGO,HYD,CCU,HYD → CCU,2026-04-20 19:49:41.701,2026-04-20 21:49:41.701,2026-04-20,2026-04-20,19,21,Monday,120.0,2.0,False,VALID
UK036,VISTARA,CCU,BLR,CCU → BLR,2026-04-20 19:48:41.701,2026-04-21 00:12:41.701,2026-04-20,2026-04-21,19,0,Monday,264.0,4.4,True,VALID
SJ160,SPICEJET,MAA,BLR,MAA → BLR,2026-04-20 19:45:41.703,2026-04-20 20:30:41.703,2026-04-20,2026-04-20,19,20,Monday,45.0,0.75,False,VALID
6F151,INDIGO,CCU,HYD,CCU → HYD,2026-04-20 19:44:41.703,2026-04-20 22:04:41.703,2026-04-20,2026-04-20,19,22,Monday,140.0,2.3333333333333335,False,VALID
UK140,VISTARA,MAA,BLR,MAA → BLR,2026-04-20 19:37:41.703,2026-04-20 21:00:41.703,2026-04-20,2026-04-20,19,21,Monday,83.0,1.3833333333333333,False,VALID
AI115,AIR INDIA,MAA,BLR,MAA → BLR,2026-04-20 19:37:41.702,2026-04-21 00:26:41.702,2026-04-20,2026-04-21,19,0,Monday,289.0,4.816666666666666,True,VALID
AI132,AIR INDIA,BLR,BOM,BLR → BOM,2026-04-20 19:32:41.702,2026-04-20 21:41:41.702,2026-04-20,2026-04-20,19,21,Monday,129.0,2.15,False,VALID
UK209,UNKNOWN,MAA,BLR,MAA → BLR,2026-04-20 19:02:41.704,2026-04-20 21:47:41.704,2026-04-20,2026-04-20,19,21,Monday,165.0,2.75,False,VALID
SJ043,UNKNOWN,MAA,DEL,MAA → DEL,2026-04-20 18:59:41.701,2026-04-20 21:08:41.701,2026-04-20,2026-04-20,18,21,Monday,129.0,2.15,False,VALID
UK176,VISTARA,HYD,BLR,HYD → BLR,2026-04-20 18:41:41.703,2026-04-20 22:49:41.703,2026-04-20,2026-04-20,18,22,Monday,248.0,4.133333333333334,False,VALID
UK216,VISTARA,MAA,HYD,MAA → HYD,2026-04-20 18:33:41.704,2026-04-20 21:47:41.704,2026-04-20,2026-04-20,18,21,Monday,194.0,3.2333333333333334,False,VALID
UK150,VISTARA,DEL,CCU,DEL → CCU,2026-04-20 18:31:41.703,2026-04-20 19:01:41.703,2026-04-20,2026-04-20,18,19,Monday,30.0,0.5,False,VALID
UK145,VISTARA,BOM,HYD,BOM → HYD,2026-04-20 18:30:41.703,2026-04-20 20:41:41.703,2026-04-20,2026-04-20,18,20,Monday,131.0,2.183333333333333,False,VALID
6F270,UNKNOWN,HYD,MAA,HYD → MAA,2026-04-20 18:14:41.701,2026-04-20 19:02:41.701,2026-04-20,2026-04-20,18,19,Monday,48.0,0.8,False,VALID
6F012,INDIGO,CCU,HYD,CCU → HYD,2026-04-20 18:06:41.701,2026-04-20 21:31:41.701,2026-04-20,2026-04-20,18,21,Monday,205.0,3.4166666666666665,False,VALID
SJ236,SPICEJET,MAA,BOM,MAA → BOM,2026-04-20 18:03:41.704,2026-04-20 22:02:41.704,2026-04-20,2026-04-20,18,22,Monday,239.0,3.9833333333333334,False,VALID
6F149,INDIGO,BLR,CCU,BLR → CCU,2026-04-20 17:57:41.703,2026-04-20 20:42:41.703,2026-04-20,2026-04-20,17,20,Monday,165.0,2.75,False,VALID
UK004,VISTARA,BOM,CCU,BOM → CCU,2026-04-20 17:56:41.700,2026-04-20 18:30:41.700,2026-04-20,2026-04-20,17,18,Monday,34.0,0.5666666666666667,False,VALID
UK010,VISTARA,MAA,HYD,MAA → HYD,2026-04-20 17:53:41.701,2026-04-20 20:40:41.701,2026-04-20,2026-04-20,17,20,Monday,167.0,2.783333333333333,False,VALID
UK215,VISTARA,BOM,DEL,BOM → DEL,2026-04-20 17:38:41.704,2026-04-20 19:50:41.704,2026-04-20,2026-04-20,17,19,Monday,132.0,2.2,False,VALID
SJ116,SPICEJET,HYD,CCU,HYD → CCU,2026-04-20 17:33:41.702,2026-04-20 19:02:41.702,2026-04-20,2026-04-20,17,19,Monday,89.0,1.4833333333333334,False,VALID
SJ023,SPICEJET,HYD,MAA,HYD → MAA,2026-04-20 17:27:41.701,2026-04-20 19:09:41.701,2026-04-20,2026-04-20,17,19,Monday,102.0,1.7,False,VALID
UK152,VISTARA,BOM,CCU,BOM → CCU,2026-04-20 17:24:41.703,2026-04-20 20:13:41.703,2026-04-20,2026-04-20,17,20,Monday,169.0,2.816666666666667,False,VALID
SJ202,SPICEJET,CCU,HYD,CCU → HYD,2026-04-20 17:21:41.703,2026-04-20 19:08:41.703,2026-04-20,2026-04-20,17,19,Monday,107.0,1.7833333333333334,False,VALID
6F043,INDIGO,BOM,HYD,BOM → HYD,2026-04-20 17:17:41.701,2026-04-20 18:43:41.701,2026-04-20,2026-04-20,17,18,Monday,86.0,1.4333333333333333,False,VALID
UK173,VISTARA,MAA,BLR,MAA → BLR,2026-04-20 17:06:41.703,2026-04-20 21:22:41.703,2026-04-20,2026-04-20,17,21,Monday,256.0,4.266666666666667,False,VALID
SJ081,SPICEJET,BOM,BLR,BOM → BLR,2026-04-20 17:04:41.702,2026-04-20 18:53:41.702,2026-04-20,2026-04-20,17,18,Monday,109.0,1.8166666666666667,False,VALID
UK153,VISTARA,CCU,HYD,CCU → HYD,2026-04-20 16:52:41.703,2026-04-20 20:53:41.703,2026-04-20,2026-04-20,16,20,Monday,241.0,4.016666666666667,False,VALID
UK187,VISTARA,BLR,BOM,BLR → BOM,2026-04-20 16:52:41.703,2026-04-20 18:42:41.703,2026-04-20,2026-04-20,16,18,Monday,110.0,1.8333333333333333,False,VALID
UK055,VISTARA,HYD,DEL,HYD → DEL,2026-04-20 16:48:41.701,2026-04-20 19:31:41.701,2026-04-20,2026-04-20,16,19,Monday,163.0,2.716666666666667,False,VALID
UK181,VISTARA,MAA,DEL,MAA → DEL,2026-04-20 16:44:41.703,2026-04-20 19:26:41.703,2026-04-20,2026-04-20,16,19,Monday,162.0,2.7,False,VALID
UK074,VISTARA,BOM,DEL,BOM → DEL,2026-04-20 16:44:41.702,2026-04-20 18:41:41.702,2026-04-20,2026-04-20,16,18,Monday,117.0,1.95,False,VALID
SJ068,SPICEJET,BLR,BOM,BLR → BOM,2026-04-20 16:44:41.701,2026-04-20 18:48:41.701,2026-04-20,2026-04-20,16,18,Monday,124.0,2.066666666666667,False,VALID
AI242,UNKNOWN,BLR,CCU,BLR → CCU,2026-04-20 16:41:41.704,2026-04-20 17:43:41.704,2026-04-20,2026-04-20,16,17,Monday,62.0,1.0333333333333334,False,VALID
AI242,UNKNOWN,BLR,CCU,BLR → CCU,2026-04-20 16:41:41.704,2026-04-20 17:43:41.704,2026-04-20,2026-04-20,16,17,Monday,62.0,1.0333333333333334,False,VALID
SJ237,SPICEJET,BOM,CCU,BOM → CCU,2026-04-20 16:32:41.704,2026-04-20 19:00:41.704,2026-04-20,2026-04-20,16,19,Monday,148.0,2.466666666666667,False,VALID
6F194,INDIGO,BOM,CCU,BOM → CCU,2026-04-20 16:29:41.703,2026-04-20 18:27:41.703,2026-04-20,2026-04-20,16,18,Monday,118.0,1.9666666666666666,False,VALID
UK063,VISTARA,DEL,BOM,DEL → BOM,2026-04-20 16:29:41.701,2026-04-20 17:41:41.701,2026-04-20,2026-04-20,16,17,Monday,72.0,1.2,False,VALID
UK068,VISTARA,BLR,MAA,BLR → MAA,2026-04-20 16:28:41.701,2026-04-20 18:09:41.701,2026-04-20,2026-04-20,16,18,Monday,101.0,1.6833333333333333,False,VALID
UK224,UNKNOWN,CCU,MAA,CCU → MAA,2026-04-20 16:25:41.704,2026-04-20 20:24:41.704,2026-04-20,2026-04-20,16,20,Monday,239.0,3.9833333333333334,False,VALID
UK077,UNKNOWN,HYD,BOM,HYD → BOM,2026-04-20 16:22:41.702,2026-04-20 18:00:41.702,2026-04-20,2026-04-20,16,18,Monday,98.0,1.6333333333333333,False,VALID
UK207,VISTARA,MAA,CCU,MAA → CCU,2026-04-20 16:21:41.703,2026-04-20 17:36:41.703,2026-04-20,2026-04-20,16,17,Monday,75.0,1.25,False,VALID
AI221,AIR INDIA,MAA,HYD,MAA → HYD,2026-04-20 16:18:41.703,2026-04-20 18:54:41.703,2026-04-20,2026-04-20,16,18,Monday,156.0,2.6,False,VALID
UK109,VISTARA,BLR,BOM,BLR → BOM,2026-04-20 16:06:41.702,2026-04-20 17:06:42.000,2026-04-20,2026-04-20,16,17,Monday,60.00496666666666,1.0000827777777777,False,VALID
UK089,VISTARA,BOM,HYD,BOM → HYD,2026-04-20 15:38:41.702,2026-04-20 19:50:41.702,2026-04-20,2026-04-20,15,19,Monday,252.0,4.2,False,VALID
AI072,AIR INDIA,BLR,CCU,BLR → CCU,2026-04-20 15:34:41.702,2026-04-20 16:32:41.702,2026-04-20,2026-04-20,15,16,Monday,58.0,0.9666666666666667,False,VALID
UK131,VISTARA,BOM,DEL,BOM → DEL,2026-04-20 15:33:41.702,2026-04-20 19:39:41.702,2026-04-20,2026-04-20,15,19,Monday,246.0,4.1,False,VALID
SJ150,SPICEJET,BOM,HYD,BOM → HYD,2026-04-20 15:33:41.702,2026-04-20 19:03:41.702,2026-04-20,2026-04-20,15,19,Monday,210.0,3.5,False,VALID
6F097,INDIGO,BLR,BOM,BLR → BOM,2026-04-20 15:32:41.702,2026-04-20 16:49:41.702,2026-04-20,2026-04-20,15,16,Monday,77.0,1.2833333333333334,False,VALID
6F123,INDIGO,DEL,HYD,DEL → HYD,2026-04-20 15:26:41.702,2026-04-20 17:12:41.702,2026-04-20,2026-04-20,15,17,Monday,106.0,1.7666666666666666,False,VALID
6F017,INDIGO,CCU,BOM,CCU → BOM,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,2026-04-20,2026-04-20,15,18,Monday,161.0,2.683333333333333,False,VALID
6F245,INDIGO,CCU,BOM,CCU → BOM,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,2026-04-20,2026-04-20,15,18,Monday,161.0,2.683333333333333,False,VALID
6F180,INDIGO,MAA,BLR,MAA → BLR,2026-04-20 15:24:41.703,2026-04-20 19:48:41.703,2026-04-20,2026-04-20,15,19,Monday,264.0,4.4,False,VALID
6F152,INDIGO,CCU,DEL,CCU → DEL,2026-04-20 15:21:41.703,2026-04-20 17:25:41.703,2026-04-20,2026-04-20,15,17,Monday,124.0,2.066666666666667,False,VALID
SJ034,SPICEJET,MAA,BOM,MAA → BOM,2026-04-20 15:20:41.701,2026-04-20 20:11:41.701,2026-04-20,2026-04-20,15,20,Monday,291.0,4.85,False,VALID
SJ142,SPICEJET,CCU,BOM,CCU → BOM,2026-04-20 15:14:41.702,2026-04-20 16:56:41.702,2026-04-20,2026-04-20,15,16,Monday,102.0,1.7,False,VALID
SJ142,SPICEJET,CCU,BOM,CCU → BOM,2026-04-20 15:14:41.702,2026-04-20 16:56:41.702,2026-04-20,2026-04-20,15,16,Monday,102.0,1.7,False,VALID
UK189,VISTARA,BLR,MAA,BLR → MAA,2026-04-20 15:07:41.703,2026-04-20 18:51:41.703,2026-04-20,2026-04-20,15,18,Monday,224.0,3.7333333333333334,False,VALID
SJ044,SPICEJET,DEL,CCU,DEL → CCU,2026-04-20 15:06:41.701,2026-04-20 17:43:41.701,2026-04-20,2026-04-20,15,17,Monday,157.0,2.6166666666666667,False,VALID
SJ196,SPICEJET,DEL,HYD,DEL → HYD,2026-04-20 14:58:41.703,2026-04-20 17:44:41.703,2026-04-20,2026-04-20,14,17,Monday,166.0,2.7666666666666666,False,VALID
6F188,INDIGO,DEL,HYD,DEL → HYD,2026-04-20 14:57:41.703,2026-04-20 19:39:41.703,2026-04-20,2026-04-20,14,19,Monday,282.0,4.7,False,VALID
6F181,INDIGO,BOM,MAA,BOM → MAA,2026-04-20 14:55:41.703,2026-04-20 16:43:41.703,2026-04-20,2026-04-20,14,16,Monday,108.0,1.8,False,VALID
6F077,INDIGO,CCU,DEL,CCU → DEL,2026-04-20 14:55:41.702,2026-04-20 19:13:41.702,2026-04-20,2026-04-20,14,19,Monday,258.0,4.3,False,VALID
SJ154,SPICEJET,BLR,HYD,BLR → HYD,2026-04-20 14:47:41.702,2026-04-20 16:26:41.702,2026-04-20,2026-04-20,14,16,Monday,99.0,1.65,False,VALID
AI025,AIR INDIA,HYD,DEL,HYD → DEL,2026-04-20 14:46:41.701,2026-04-20 17:11:41.701,2026-04-20,2026-04-20,14,17,Monday,145.0,2.4166666666666665,False,VALID
AI094,AIR INDIA,DEL,BLR,DEL → BLR,2026-04-20 14:44:41.702,2026-04-20 15:44:42.000,2026-04-20,2026-04-20,14,15,Monday,60.00496666666666,1.0000827777777777,False,VALID
6F191,INDIGO,BLR,DEL,BLR → DEL,2026-04-20 14:41:41.703,2026-04-20 15:11:41.703,2026-04-20,2026-04-20,14,15,Monday,30.0,0.5,False,VALID
SJ085,SPICEJET,BLR,MAA,BLR → MAA,2026-04-20 14:41:41.702,2026-04-20 19:11:41.702,2026-04-20,2026-04-20,14,19,Monday,270.0,4.5,False,VALID
6F261,UNKNOWN,CCU,DEL,CCU → DEL,2026-04-20 14:31:41.703,2026-04-20 17:29:41.703,2026-04-20,2026-04-20,14,17,Monday,178.0,2.966666666666667,False,VALID
6F129,INDIGO,DEL,CCU,DEL → CCU,2026-04-20 14:28:41.702,2026-04-20 16:47:41.702,2026-04-20,2026-04-20,14,16,Monday,139.0,2.316666666666667,False,VALID
6F254,UNKNOWN,MAA,BLR,MAA → BLR,2026-04-20 14:26:41.703,2026-04-20 18:01:41.703,2026-04-20,2026-04-20,14,18,Monday,215.0,3.5833333333333335,False,VALID
SJ185,SPICEJET,BOM,CCU,BOM → CCU,2026-04-20 14:21:41.703,2026-04-20 15:21:41.703,2026-04-20,2026-04-20,14,15,Monday,60.0,1.0,False,VALID
6F030,INDIGO,BOM,DEL,BOM → DEL,2026-04-20 14:20:41.701,2026-04-20 17:10:41.701,2026-04-20,2026-04-20,14,17,Monday,170.0,2.8333333333333335,False,VALID
SJ222,SPICEJET,BOM,DEL,BOM → DEL,2026-04-20 14:15:41.703,2026-04-20 17:09:41.703,2026-04-20,2026-04-20,14,17,Monday,174.0,2.9,False,VALID
6F259,UNKNOWN,BOM,DEL,BOM → DEL,2026-04-20 14:10:41.703,2026-04-20 15:21:41.703,2026-04-20,2026-04-20,14,15,Monday,71.0,1.1833333333333333,False,VALID
UK083,VISTARA,DEL,HYD,DEL → HYD,2026-04-20 14:10:41.702,2026-04-20 14:59:41.702,2026-04-20,2026-04-20,14,14,Monday,49.0,0.8166666666666667,False,VALID
6F051,INDIGO,BLR,BOM,BLR → BOM,2026-04-20 13:58:41.701,2026-04-20 15:58:41.701,2026-04-20,2026-04-20,13,15,Monday,120.0,2.0,False,VALID
SJ088,SPICEJET,CCU,MAA,CCU → MAA,2026-04-20 13:54:41.702,2026-04-20 14:26:41.702,2026-04-20,2026-04-20,13,14,Monday,32.0,0.5333333333333333,False,VALID
6F146,INDIGO,HYD,MAA,HYD → MAA,2026-04-20 13:51:41.703,2026-04-20 15:07:41.703,2026-04-20,2026-04-20,13,15,Monday,76.0,1.2666666666666666,False,VALID
6F047,INDIGO,MAA,DEL,MAA → DEL,2026-04-20 13:50:41.701,2026-04-20 15:55:41.701,2026-04-20,2026-04-20,13,15,Monday,125.0,2.0833333333333335,False,VALID
AI077,AIR INDIA,CCU,HYD,CCU → HYD,2026-04-20 13:45:41.702,2026-04-20 14:51:41.702,2026-04-20,2026-04-20,13,14,Monday,66.0,1.1,False,VALID
UK134,VISTARA,HYD,CCU,HYD → CCU,2026-04-20 13:44:41.702,2026-04-20 17:26:41.702,2026-04-20,2026-04-20,13,17,Monday,222.0,3.7,False,VALID
AI056,AIR INDIA,DEL,MAA,DEL → MAA,2026-04-20 13:44:41.701,2026-04-20 17:39:41.701,2026-04-20,2026-04-20,13,17,Monday,235.0,3.9166666666666665,False,VALID
UK141,UNKNOWN,HYD,MAA,HYD → MAA,2026-04-20 13:38:41.703,2026-04-20 15:59:41.703,2026-04-20,2026-04-20,13,15,Monday,141.0,2.35,False,VALID
AI030,AIR INDIA,CCU,HYD,CCU → HYD,2026-04-20 13:33:41.701,2026-04-20 16:52:41.701,2026-04-20,2026-04-20,13,16,Monday,199.0,3.316666666666667,False,VALID
AI029,AIR INDIA,MAA,DEL,MAA → DEL,2026-04-20 13:29:41.701,2026-04-20 17:53:41.701,2026-04-20,2026-04-20,13,17,Monday,264.0,4.4,False,VALID
SJ167,SPICEJET,MAA,CCU,MAA → CCU,2026-04-20 13:18:41.703,2026-04-20 14:12:41.703,2026-04-20,2026-04-20,13,14,Monday,54.0,0.9,False,VALID
UK017,VISTARA,BLR,HYD,BLR → HYD,2026-04-20 13:14:41.701,2026-04-20 14:49:41.701,2026-04-20,2026-04-20,13,14,Monday,95.0,1.5833333333333333,False,VALID
6F229,INDIGO,MAA,DEL,MAA → DEL,2026-04-20 13:10:41.704,2026-04-20 14:30:41.704,2026-04-20,2026-04-20,13,14,Monday,80.0,1.3333333333333333,False,VALID
SJ117,SPICEJET,MAA,BLR,MAA → BLR,2026-04-20 13:10:41.702,2026-04-20 17:06:41.702,2026-04-20,2026-04-20,13,17,Monday,236.0,3.933333333333333,False,VALID
6F184,INDIGO,MAA,BOM,MAA → BOM,2026-04-20 13:05:41.703,2026-04-20 16:04:41.703,2026-04-20,2026-04-20,13,16,Monday,179.0,2.9833333333333334,False,VALID
AI031,AIR INDIA,DEL,MAA,DEL → MAA,2026-04-20 13:05:41.701,2026-04-20 16:11:41.701,2026-04-20,2026-04-20,13,16,Monday,186.0,3.1,False,VALID
AI031,AIR INDIA,DEL,MAA,DEL → MAA,2026-04-20 13:05:41.701,2026-04-20 16:11:41.701,2026-04-20,2026-04-20,13,16,Monday,186.0,3.1,False,VALID
